gene	peak	max_abs_Z_RNA	max_abs_Z_ATAC	PPA_3	h2cis_RNA	h2cis_se_RNA	h2cis_p_RNA	h2cis_ATAC	h2cis_se_ATAC	h2cis_p_ATAC	oe_lof_upper	loeuf_quintile	peak_pos	gene_pos	peak_distance	peak_distance_quintile	start_atac	end_atac
INTS8	ATAC_chr8_94833492_94833931	11.1124	11.6504	0.999126	0.29752	0.05536	0	0.59312	0.07322	0	0.314	1	94833711	94813310	20401	2	94833492	94833931
TP53INP1	ATAC_chr8_94959848_94962450	7.57944	5.99283	1	0.13667	0.03487	0	0.26696	0.07637	7.00E-05	1.384	5	94961149	94949377	11772	2	94959848	94962450
PLEKHF2	ATAC_chr8_95089590_95094307	4.76983	4.73343	0.999669	0.12581	0.03656	1.00E-05	0.5557	0.08862	0	0.453	2	95091948	95115641	23693	2	95089590	95094307
POLR2K	ATAC_chr8_100313477_100314128	4.20773	7.49242	0.995229	0.03739	0.01908	0.00763	0.34565	0.08229	0	1.879	5	100313802	100150622	163180	5	100313477	100314128
YWHAZ	ATAC_chr8_100956652_100957130	3.82417	3.40446	0.961504	0.39469	0.04688	0	0.37288	0.12078	0.00159	0.357	1	100956891	100953387	3504	1	100956652	100957130
NCALD	ATAC_chr8_102107523_102108690	6.9767	4.2498	0.998723	0.42807	0.05187	0	0.4815	0.14683	0.0018	0.413	1	102108106	102124906	16800	2	102107523	102108690
AZIN1	ATAC_chr8_102883556_102887854	3.96079	5.586	0.999817	0.11664	0.0378	9.00E-05	0.19772	0.10589	0.0368	0.237	1	102885705	102893863	8158	2	102883556	102887854
DCAF13	ATAC_chr8_103418257_103418711	5.27465	4.18381	0.996077	0.23419	0.04279	0	0.16749	0.06798	0.00468	0.852	3	103418483	103414713	3770	1	103418257	103418711
PKHD1L1	ATAC_chr8_109518861_109523550	22.8408	23.3243	1	0.46237	0.05403	0	0.80297	0.04226	0	1.057	4	109521205	109362460	158745	5	109518861	109523550
COLEC10	ATAC_chr8_118523068_118524223	5.50553	7.0038	0.997158	0.04424	0.03061	0.09755	0.39884	0.10995	0.00127	0.965	3	118523645	118995451	471806	5	118523068	118524223
COLEC10	ATAC_chr8_118524260_118525893	5.50553	7.29977	0.998986	0.04424	0.03061	0.09755	0.58895	0.08322	0	0.965	3	118525076	118995451	470375	5	118524260	118525893
COLEC10	ATAC_chr8_118526448_118527236	5.50553	4.89927	0.998752	0.04424	0.03061	0.09755	0.3499	0.10964	0.00582	0.965	3	118526841	118995451	468610	5	118526448	118527236
COLEC10	ATAC_chr8_118528676_118529164	5.50553	4.75224	0.998206	0.04424	0.03061	0.09755	0.2424	0.09837	0.01591	0.965	3	118528919	118995451	466532	5	118528676	118529164
COLEC10	ATAC_chr8_118563378_118567662	5.08382	6.93373	0.999154	0.04424	0.03061	0.09755	0.47109	0.08551	0	0.965	3	118565519	118995451	429932	5	118563378	118567662
SAMD12	ATAC_chr8_118523068_118524223	12.7163	7.0038	0.999207	0.44942	0.05115	0	0.39884	0.10995	0.00127	1.141	4	118523645	118622111	98466	4	118523068	118524223
SAMD12	ATAC_chr8_118524260_118525893	12.7163	7.29977	0.999533	0.44942	0.05115	0	0.58895	0.08322	0	1.141	4	118525076	118622111	97035	4	118524260	118525893
SAMD12	ATAC_chr8_118526448_118527236	12.7163	4.89927	0.999424	0.44942	0.05115	0	0.3499	0.10964	0.00582	1.141	4	118526841	118622111	95270	4	118526448	118527236
SAMD12	ATAC_chr8_118528676_118529164	12.7163	4.75224	0.999287	0.44942	0.05115	0	0.2424	0.09837	0.01591	1.141	4	118528919	118622111	93192	4	118528676	118529164
SAMD12	ATAC_chr8_118563378_118567662	12.7163	6.93373	0.999584	0.44942	0.05115	0	0.47109	0.08551	0	1.141	4	118565519	118622111	56592	4	118563378	118567662
SAMD12	ATAC_chr8_118628086_118629256	4.48932	2.2987	0.912998	0.44942	0.05115	0	0.49831	0.09083	0	1.141	4	118628671	118622111	6560	2	118628086	118629256
TNFRSF11B	ATAC_chr8_118523068_118524223	6.21725	7.0038	0.9996	0.1414	0.03592	0	0.39884	0.10995	0.00127	0.548	2	118523645	118951884	428239	5	118523068	118524223
TNFRSF11B	ATAC_chr8_118524260_118525893	6.21725	7.29977	0.999285	0.1414	0.03592	0	0.58895	0.08322	0	0.548	2	118525076	118951884	426808	5	118524260	118525893
TNFRSF11B	ATAC_chr8_118526448_118527236	6.21725	4.89927	0.998537	0.1414	0.03592	0	0.3499	0.10964	0.00582	0.548	2	118526841	118951884	425043	5	118526448	118527236
TNFRSF11B	ATAC_chr8_118528676_118529164	6.21725	4.75224	0.998997	0.1414	0.03592	0	0.2424	0.09837	0.01591	0.548	2	118528919	118951884	422965	5	118528676	118529164
TNFRSF11B	ATAC_chr8_118563378_118567662	6.00065	6.93373	0.999069	0.1414	0.03592	0	0.47109	0.08551	0	0.548	2	118565519	118951884	386365	5	118563378	118567662
TNFRSF11B	ATAC_chr8_118627468_118627857	4.75474	2.80396	0.971454	0.1414	0.03592	0	0.38002	0.10345	0.00099	0.548	2	118627662	118951884	324222	5	118627468	118627857
ENPP2	ATAC_chr8_119632959_119633769	4.23099	5.30592	0.984706	0.25054	0.0555	0	0.722	0.06247	0	0.431	2	119633363	119673452	40089	3	119632959	119633769
ENPP2	ATAC_chr8_119638426_119640316	4.23099	3.43003	0.989477	0.25054	0.0555	0	0.2665	0.09821	0.00492	0.431	2	119639371	119673452	34081	3	119638426	119640316
DSCC1	ATAC_chr8_119768642_119769745	12.0306	4.59008	0.998023	0.35669	0.0632	0	0.2303	0.08133	0.00116	0.668	2	119769193	119855893	86700	4	119768642	119769745
MTSS1	ATAC_chr8_124756754_124758437	4.07424	6.46089	0.999897	0.18384	0.04671	0	0.29086	0.09333	0.0007	0.212	1	124757595	124728472	29123	3	124756754	124758437
EFR3A	ATAC_chr8_131918947_131919587	3.94685	3.97003	0.971092	0.18979	0.0473	0	0.52547	0.08912	0	0.77	3	131919267	131904092	15175	2	131918947	131919587
FAM135B	ATAC_chr8_138146890_138147126	5.25373	4.66233	0.999198	0.06412	0.03725	0.06823	0.02381	0.09958	0.4306	0.222	1	138147007	138497260	350253	5	138146890	138147126
THEM6	ATAC_chr8_142717954_142718424	7.71199	7.96459	0.996036	0.32725	0.07	0	0.69409	0.08418	0	1.706	5	142718189	142727222	9033	2	142717954	142718424
THEM6	ATAC_chr8_142732364_142732659	6.71687	5.41517	0.998865	0.32725	0.07	0	0.35778	0.092	1.00E-05	1.706	5	142732511	142727222	5289	1	142732364	142732659
GLI4	ATAC_chr8_143290593_143291881	4.15963	9.66176	0.999192	0.03666	0.02028	0.03774	0.52348	0.07837	0	0.984	4	143291237	143267432	23805	2	143290593	143291881
ZC3H3	ATAC_chr8_143529211_143529900	10.057	9.13322	0.999888	0.24071	0.0483	0	0.43015	0.08396	0	0.41	1	143529555	143541446	11891	2	143529211	143529900
ZC3H3	ATAC_chr8_143540708_143542226	4.94127	4.20481	0.997938	0.24071	0.0483	0	0.27917	0.08997	0.00278	0.41	1	143541467	143541446	21	1	143540708	143542226
ZC3H3	ATAC_chr8_143545599_143546554	4.94127	2.82732	0.986732	0.24071	0.0483	0	0.42537	0.10624	0.00019	0.41	1	143546076	143541446	4630	1	143545599	143546554
ZC3H3	ATAC_chr8_143546639_143547136	4.94127	2.5047	0.972882	0.24071	0.0483	0	0.27613	0.12113	0.02848	0.41	1	143546887	143541446	5441	1	143546639	143547136
PLEC	ATAC_chr8_143927887_143929242	10.4819	10.5024	0.997474	0.26696	0.05762	0	0.69387	0.07717	0	0.392	1	143928564	143976733	48169	3	143927887	143929242
PLEC	ATAC_chr8_143933481_143934753	10.6133	4.4323	0.997017	0.26696	0.05762	0	0.15836	0.07094	0.00717	0.392	1	143934117	143976733	42616	3	143933481	143934753
PARP10	ATAC_chr8_143933481_143934753	4.05975	4.4323	0.993601	0.08412	0.03211	0.00015	0.15836	0.07094	0.00717	0.74	3	143934117	144012771	78654	4	143933481	143934753
PARP10	ATAC_chr8_143929405_143929988	4.05975	5.24533	0.992001	0.08412	0.03211	0.00015	0.20795	0.07411	0.00092	0.74	3	143929696	144012771	83075	4	143929405	143929988
PARP10	ATAC_chr8_143935978_143937105	3.97642	6.92882	0.990281	0.08412	0.03211	0.00015	0.32343	0.07429	0	0.74	3	143936541	144012771	76230	4	143935978	143937105
SLC39A4	ATAC_chr8_144412708_144414171	3.12102	4.47609	0.996887	0.03327	0.02599	0.05921	0.17162	0.20537	0.1469	0.704	3	144413439	144416843	3404	1	144412708	144414171
COMMD5	ATAC_chr8_144819725_144820181	5.25444	4.18315	0.99454	0.06168	0.02707	7.00E-05	0.21658	0.0964	0.0029	1.813	5	144819953	144853735	33782	3	144819725	144820181
COMMD5	ATAC_chr8_144869775_144870108	5.55588	4.16709	0.995696	0.06168	0.02707	7.00E-05	0.1341	0.07171	0.00838	1.813	5	144869941	144853735	16206	2	144869775	144870108
KANK1	ATAC_chr9_755412_756389	8.90721	4.84635	0.996289	0.31151	0.04972	0	0.73884	0.11349	0	0.949	3	755900	470290	285610	5	755412	756389
KANK1	ATAC_chr9_757268_757947	8.90721	4.04904	0.99742	0.31151	0.04972	0	0.70788	0.0931	0	0.949	3	757607	470290	287317	5	757268	757947
PDCD1LG2	ATAC_chr9_5514921_5515665	8.10391	7.47012	0.999828	0.25463	0.08068	0.00068	0.36141	0.13519	0.00822	1.282	4	5515293	5510530	4763	1	5514921	5515665
ERMP1	ATAC_chr9_5767942_5769110	4.58871	13.219	0.992174	0.0768	0.02613	1.00E-05	0.77268	0.05093	0	0.886	3	5768525	5879536	111011	4	5767942	5769110
ERMP1	ATAC_chr9_5828195_5828979	5.499	6.65971	0.998859	0.0768	0.02613	1.00E-05	0.35133	0.09073	0	0.886	3	5828587	5879536	50949	3	5828195	5828979
GLDC	ATAC_chr9_6630407_6633703	7.49876	4.56965	0.999924	0.23638	0.05332	0	0.51018	0.11014	0.00069	1.106	4	6632055	6645728	13673	2	6630407	6633703
LURAP1L	ATAC_chr9_12735033_12736117	3.9421	8.53139	0.999316	0.02714	0.01703	0.05123	0.35812	0.08232	0	1.378	5	12735575	12775019	39444	3	12735033	12736117
APTX	ATAC_chr9_33016885_33017940	6.19121	9.84723	0.999268	0.11063	0.0361	0	0.40385	0.07416	0	1.3	4	33017412	33025129	7717	2	33016885	33017940
APTX	ATAC_chr9_33023586_33027044	6.19121	4.25211	0.988296	0.11063	0.0361	0	0.13065	0.06527	0.02209	1.3	4	33025315	33025129	186	1	33023586	33027044
B4GALT1	ATAC_chr9_33106323_33108287	9.00563	3.60045	0.998719	0.4988	0.04849	0	0.47454	0.10414	3.00E-05	0.704	3	33107305	33167355	60050	4	33106323	33108287
B4GALT1	ATAC_chr9_33128178_33131734	18.757	9.20604	0.998813	0.4988	0.04849	0	0.61557	0.08823	0	0.704	3	33129955	33167355	37400	3	33128178	33131734
B4GALT1	ATAC_chr9_33134747_33140279	18.757	7.69786	0.999451	0.4988	0.04849	0	0.39387	0.10019	0.00053	0.704	3	33137513	33167355	29842	3	33134747	33140279
B4GALT1	ATAC_chr9_33140601_33144487	18.757	12.2902	0.999556	0.4988	0.04849	0	0.68684	0.07356	0	0.704	3	33142543	33167355	24812	3	33140601	33144487
NFX1	ATAC_chr9_33292811_33293693	9.70056	4.43686	0.998063	0.1405	0.03349	0	0.16365	0.08212	0.01888	0.457	2	33293251	33290511	2740	1	33292811	33293693
UNC13B	ATAC_chr9_35158582_35159522	5.38372	4.82719	0.992306	0.26201	0.06448	0	0.5294	0.08609	0	0.586	2	35159051	35161991	2940	1	35158582	35159522
PAX5	ATAC_chr9_36993423_36998506	5.84021	5.07607	0.999999	0.09214	0.03891	0.00534	0.02882	0.08325	0.3966	0.165	1	36995964	37034267	38303	3	36993423	36998506
SHB	ATAC_chr9_37798515_37802237	3.88342	3.89205	0.99057	0.03636	0.019	0.01924	0.27827	0.1276	0.0167	0.322	1	37800375	38069226	268851	5	37798515	37802237
SLC25A51	ATAC_chr9_37836128_37836901	8.35032	6.69021	0.996244	0.18557	0.03912	0	0.42836	0.09494	2.00E-05	1.197	4	37836514	37904352	67838	4	37836128	37836901
ANKRD18A	ATAC_chr9_38619750_38622622	4.30802	5.19774	0.999852	0.0723	0.03535	0.03899	0.56768	0.11638	0.00015	0.856	3	38621185	38620595	590	1	38619750	38622622
PGM5	ATAC_chr9_68366928_68367603	9.46486	9.54192	1	0.33552	0.06632	0	0.52513	0.10516	1.00E-05	0.658	2	68367265	68328307	38958	3	68366928	68367603
PGM5	ATAC_chr9_68377327_68378455	9.46486	15.5123	1	0.33552	0.06632	0	0.87263	0.04609	0	0.658	2	68377891	68328307	49584	3	68377327	68378455
PIP5K1B	ATAC_chr9_68577220_68578856	3.60806	4.58869	0.997235	0.15448	0.05059	0.00027	0.59801	0.10351	0	0.814	3	68578037	68705239	127202	5	68577220	68578856
ISCA1	ATAC_chr9_86276106_86276421	5.64361	4.28831	0.998793	0.08165	0.02755	0.00014	0.11068	0.0746	0.07846	0.994	4	86276263	86283101	6838	2	86276106	86276421
DAPK1	ATAC_chr9_87613140_87614889	6.45874	4.05876	0.998682	0.17225	0.03796	0	0.21416	0.0986	0.03299	0.275	1	87614014	87497227	116787	5	87613140	87614889
BICD2	ATAC_chr9_92728667_92729998	9.31487	6.99157	0.999486	0.16478	0.03884	0	0.37007	0.08651	0	0.305	1	92729332	92764832	35500	3	92728667	92729998
BICD2	ATAC_chr9_92740558_92741225	9.85185	13.6959	0.999638	0.16478	0.03884	0	0.59874	0.0664	0	0.305	1	92740891	92764832	23941	2	92740558	92741225
ERCC6L2	ATAC_chr9_95807469_95808296	11.3992	5.03896	0.999666	0.28379	0.04646	0	0.19306	0.07205	0.00207	0.675	2	95807882	95871263	63381	4	95807469	95808296
ERCC6L2	ATAC_chr9_95954099_95954512	11.3992	10.7621	0.99427	0.28379	0.04646	0	0.62669	0.08588	0	0.675	2	95954305	95871263	83042	4	95954099	95954512
CDC14B	ATAC_chr9_96566323_96567588	8.88218	4.41684	0.992705	0.1417	0.04207	0	0.14919	0.07057	0.01255	0.343	1	96566955	96619842	52887	3	96566323	96567588
CDC14B	ATAC_chr9_96619155_96620083	8.88218	5.26196	0.995163	0.1417	0.04207	0	0.18773	0.07374	0.00173	0.343	1	96619619	96619842	223	1	96619155	96620083
HABP4	ATAC_chr9_96566323_96567588	13.7827	4.41684	0.992451	0.20901	0.04082	0	0.14919	0.07057	0.01255	0.697	3	96566955	96450168	116787	5	96566323	96567588
HABP4	ATAC_chr9_96619155_96620083	13.7827	5.26196	0.995543	0.20901	0.04082	0	0.18773	0.07374	0.00173	0.697	3	96619619	96450168	169451	5	96619155	96620083
ANKS6	ATAC_chr9_98794541_98795415	10.1333	3.79018	0.999841	0.39211	0.05756	0	0.28652	0.10216	0.0097	0.694	3	98794977	98796964	1987	1	98794541	98795415
ANKS6	ATAC_chr9_98807196_98808772	8.12171	3.71514	0.999564	0.39211	0.05756	0	0.40507	0.10097	0.00032	0.694	3	98807983	98796964	11019	2	98807196	98808772
ALG2	ATAC_chr9_99234265_99237949	2.90722	4.26613	0.93835	0.09158	0.03419	0.00153	0.58145	0.08653	0	1.175	4	99236107	99221941	14166	2	99234265	99237949
ZNF189	ATAC_chr9_101430927_101431552	3.48444	4.5177	0.977542	0.03176	0.03069	0.1668	0.35735	0.16144	0.05891	0.683	2	101431239	101398850	32389	3	101430927	101431552
ZNF189	ATAC_chr9_101434654_101435728	3.48444	5.58005	0.993222	0.03176	0.03069	0.1668	0.4071	0.1403	0.01233	0.683	2	101435191	101398850	36341	3	101434654	101435728
RAD23B	ATAC_chr9_107237731_107238613	5.04896	7.54554	0.995884	0.0926	0.03287	0.00051	0.36052	0.09129	0.00041	0.227	1	107238171	107283136	44965	3	107237731	107238613
EPB41L4B	ATAC_chr9_109319078_109321849	6.51144	5.44611	0.999779	0.23679	0.05499	0	0.22784	0.09244	0.01745	0.237	1	109320463	109321058	595	1	109319078	109321849
LPAR1	ATAC_chr9_111038851_111039877	6.28512	6.76276	0.999894	0.0861	0.03804	0.01389	0.28988	0.13722	0.02782	0.714	3	111039363	111038469	894	1	111038851	111039877
PTBP3	ATAC_chr9_112180357_112181625	11.8441	6.18011	0.998609	0.2654	0.04469	0	0.2386	0.07519	3.00E-05	0.369	1	112180991	112333663	152672	5	112180357	112181625
SUSD1	ATAC_chr9_112180357_112181625	5.65902	6.18011	0.999655	0.19244	0.05478	0	0.2386	0.07519	3.00E-05	0.932	3	112180991	112175296	5695	1	112180357	112181625
BSPRY	ATAC_chr9_113349152_113351713	7.8793	7.95671	0.999999	0.17943	0.0435	0	0.61802	0.09024	0	1.201	4	113350432	113349540	892	1	113349152	113351713
TNC	ATAC_chr9_115191724_115193396	5.89592	5.77932	0.999937	0.11597	0.03739	1.00E-05	0.19794	0.11318	0.06172	0.445	2	115192559	115118206	74353	4	115191724	115193396
TNC	ATAC_chr9_115194661_115195000	5.89592	4.48874	0.999895	0.11597	0.03739	1.00E-05	0.02603	0.07711	0.3995	0.445	2	115194830	115118206	76624	4	115194661	115195000
TNC	ATAC_chr9_115203021_115203793	5.89592	5.75133	0.999932	0.11597	0.03739	1.00E-05	0.26248	0.11934	0.03226	0.445	2	115203407	115118206	85201	4	115203021	115203793
TNC	ATAC_chr9_115204833_115205955	5.89592	5.99181	0.999938	0.11597	0.03739	1.00E-05	0.23436	0.10559	0.02407	0.445	2	115205393	115118206	87187	4	115204833	115205955
TNC	ATAC_chr9_115206564_115208726	5.89592	13.3102	0.999923	0.11597	0.03739	1.00E-05	0.71557	0.07498	0	0.445	2	115207645	115118206	89439	4	115206564	115208726
TNC	ATAC_chr9_115209259_115210279	5.89592	4.94835	0.999935	0.11597	0.03739	1.00E-05	0.19021	0.11861	0.08556	0.445	2	115209769	115118206	91563	4	115209259	115210279
TNC	ATAC_chr9_115211316_115213982	5.89592	8.59656	0.999928	0.11597	0.03739	1.00E-05	0.50558	0.10368	8.00E-05	0.445	2	115212649	115118206	94443	4	115211316	115213982
TNC	ATAC_chr9_115231225_115231732	5.89592	6.2041	0.999953	0.11597	0.03739	1.00E-05	0.37069	0.11261	0.00112	0.445	2	115231478	115118206	113272	5	115231225	115231732
TNC	ATAC_chr9_115232276_115232848	5.89592	6.65031	0.99994	0.11597	0.03739	1.00E-05	0.54404	0.11229	3.00E-05	0.445	2	115232561	115118206	114355	5	115232276	115232848
TLR4	ATAC_chr9_117682678_117683595	6.18483	5.92869	0.999715	0.16479	0.04578	0	0.332	0.14583	0.02088	0.992	4	117683136	117704174	21038	2	117682678	117683595
MEGF9	ATAC_chr9_120718417_120718797	8.14686	5.91919	0.998164	0.13579	0.04318	0	0.34111	0.08954	1.00E-05	0.267	1	120718607	120714469	4138	1	120718417	120718797
MEGF9	ATAC_chr9_120726591_120726953	8.18027	3.75415	0.996476	0.13579	0.04318	0	0.1559	0.08482	0.01659	0.267	1	120726771	120714469	12302	2	120726591	120726953
GSN	ATAC_chr9_121249605_121249952	3.97678	4.00488	0.997074	0.06462	0.02911	0.0001	0.2451	0.10384	0.00072	0.837	3	121249778	121207793	41985	3	121249605	121249952
STOM	ATAC_chr9_121358695_121360063	7.67552	6.30988	0.997898	0.18188	0.05123	0	0.46049	0.09153	0	1.141	4	121359379	121370303	10924	2	121358695	121360063
GOLGA1	ATAC_chr9_124863414_124863923	5.11571	3.40565	0.997174	0.0594	0.02818	0.00029	0.20125	0.08745	0.00421	0.541	2	124863668	124948491	84823	4	124863414	124863923
ANGPTL2	ATAC_chr9_126999642_126999962	4.72816	3.67691	0.996834	0.0797	0.03369	5.00E-05	0.10706	0.05897	0.02596	0.66	2	126999801	127122634	122833	5	126999642	126999962
ANGPTL2	ATAC_chr9_127059420_127060610	4.40498	5.9194	0.996559	0.0797	0.03369	5.00E-05	0.21415	0.06556	2.00E-05	0.66	2	127060015	127122634	62619	4	127059420	127060610
LRSAM1	ATAC_chr9_127423418_127425459	4.69993	5.5209	0.999294	0.04271	0.02642	0.0501	0.26143	0.10322	0.0122	0.754	3	127424438	127451488	27050	3	127423418	127425459
SARDH	ATAC_chr9_133735004_133736136	8.8928	5.85978	0.999943	0.37589	0.0556	0	0.47081	0.1188	0.00218	0.88	3	133735569	133739954	4385	1	133735004	133736136
VAV2	ATAC_chr9_133955800_133959906	11.3379	5.31931	0.999787	0.36499	0.04891	0	0.56704	0.19021	0.03267	0.521	2	133957853	133992603	34750	3	133955800	133959906
COL5A1	ATAC_chr9_134765616_134767223	9.0073	6.26395	1	0.19837	0.05174	3.00E-05	0.09136	0.09391	0.217	0.055	1	134766419	134641802	124617	5	134765616	134767223
COL5A1	ATAC_chr9_134768818_134769379	9.0073	4.93643	0.999998	0.19837	0.05174	3.00E-05	0.08525	0.0881	0.2191	0.055	1	134769098	134641802	127296	5	134768818	134769379
COL5A1	ATAC_chr9_134771020_134771771	9.0073	9.70694	1	0.19837	0.05174	3.00E-05	0.30657	0.1291	0.01913	0.055	1	134771395	134641802	129593	5	134771020	134771771
LCN8	ATAC_chr9_136757342_136758636	14.2135	7.639	0.99923	0.74039	0.03191	0	0.65024	0.07782	0	1.213	4	136757989	136758542	553	1	136757342	136758636
TMEM141	ATAC_chr9_136785127_136785879	8.88085	8.43321	0.9987	0.19793	0.04405	0	0.55597	0.08661	0	1.551	5	136785503	136791343	5840	2	136785127	136785879
EDF1	ATAC_chr9_136900415_136902855	5.7146	13.2214	0.998883	0.07121	0.02793	0.00057	0.54744	0.07304	0	0.509	2	136901635	136866307	35328	3	136900415	136902855
PHPT1	ATAC_chr9_136900415_136902855	6.74364	13.2214	0.993558	0.13768	0.03618	0	0.54744	0.07304	0	1.838	5	136901635	136848723	52912	3	136900415	136902855
DPP7	ATAC_chr9_137168152_137168399	6.8264	4.46474	0.998936	0.19229	0.04606	0	0.12409	0.08259	0.05481	1.605	5	137168275	137115176	53099	3	137168152	137168399
MAN1B1	ATAC_chr9_137168152_137168399	5.31663	4.46474	0.999822	0.1251	0.03394	0	0.12409	0.08259	0.05481	0.83	3	137168275	137086856	81419	4	137168152	137168399
RNF208	ATAC_chr9_137168152_137168399	3.51725	4.46474	0.990724	0.05912	0.02518	0.00526	0.12409	0.08259	0.05481	0.513	2	137168275	137222239	53964	4	137168152	137168399
KLF6	ATAC_chr10_3874565_3876470	5.21038	7.42896	0.998273	0.07996	0.03493	0.01783	0.30747	0.09655	0.00403	0.252	1	3875517	3785280	90237	4	3874565	3876470
KLF6	ATAC_chr10_3876654_3877975	5.21038	12.7233	0.999313	0.07996	0.03493	0.01783	0.67261	0.07329	0	0.252	1	3877314	3785280	92034	4	3876654	3877975
KLF6	ATAC_chr10_3882622_3883507	5.21038	14.6705	0.997669	0.07996	0.03493	0.01783	0.807	0.05608	0	0.252	1	3883064	3785280	97784	4	3882622	3883507
ITIH5	ATAC_chr10_7686609_7687858	8.11683	5.37651	0.999928	0.1473	0.03809	1.00E-05	0.12699	0.11385	0.1737	1.211	4	7687233	7666997	20236	2	7686609	7687858
ITIH5	ATAC_chr10_7691294_7691725	8.11683	7.55337	0.999845	0.1473	0.03809	1.00E-05	0.47206	0.16753	0.01286	1.211	4	7691509	7666997	24512	3	7691294	7691725
ECHDC3	ATAC_chr10_11736860_11737937	11.9364	6.86014	0.993615	0.3945	0.05436	0	0.46172	0.09218	1.00E-05	1.737	5	11737398	11742365	4967	1	11736860	11737937
PROSER2	ATAC_chr10_11819830_11820193	6.68931	5.45168	0.999991	0.03652	0.03143	0.1628	0.13651	0.08872	0.08853	1.785	5	11820011	11823338	3327	1	11819830	11820193
DHTKD1	ATAC_chr10_12077196_12078940	9.13786	7.45073	0.999591	0.44201	0.05047	0	0.60068	0.12802	0.00019	1.247	4	12078067	12068953	9114	2	12077196	12078940
PHYH	ATAC_chr10_13287636_13288819	15.4097	10.9661	0.999998	0.48101	0.05263	0	0.72741	0.11004	2.00E-05	1.122	4	13288227	13302411	14184	2	13287636	13288819
ACBD7	ATAC_chr10_15067196_15067832	7.46113	14.1631	0.99972	0.11521	0.03757	0.00067	0.76034	0.0772	0	1.19	4	15067513	15088775	21262	2	15067196	15067832
RSU1	ATAC_chr10_16808688_16809764	14.8067	4.37305	0.999893	0.59484	0.04464	0	0.38963	0.14251	0.02261	0.953	3	16809225	16817462	8237	2	16808688	16809764
STAM	ATAC_chr10_17683752_17685876	3.86228	5.49473	0.999057	0.05725	0.0313	0.03676	0.40115	0.09784	0.00059	0.372	1	17684813	17644150	40663	3	17683752	17685876
ARL5B	ATAC_chr10_18583638_18584125	10.6637	4.39182	0.997732	0.3125	0.04989	0	0.25622	0.09968	0.00726	1.048	4	18583881	18659430	75549	4	18583638	18584125
ARL5B	ATAC_chr10_18657693_18660776	10.6637	6.95482	0.999431	0.3125	0.04989	0	0.37872	0.09087	1.00E-05	1.048	4	18659234	18659430	196	1	18657693	18660776
PLXDC2	ATAC_chr10_19864961_19865679	15.2048	7.96881	1	0.51937	0.04804	0	0.5015	0.11163	0.00017	0.453	2	19865319	19816238	49081	3	19864961	19865679
PLXDC2	ATAC_chr10_19895668_19896433	15.2048	6.0049	0.999996	0.51937	0.04804	0	0.30615	0.11048	0.0075	0.453	2	19896050	19816238	79812	4	19895668	19896433
PLXDC2	ATAC_chr10_19904030_19905147	15.2048	9.03527	1	0.51937	0.04804	0	0.57784	0.0935	2.00E-05	0.453	2	19904588	19816238	88350	4	19904030	19905147
PLXDC2	ATAC_chr10_19906103_19906872	15.2048	7.00685	1	0.51937	0.04804	0	0.34423	0.10605	0.00598	0.453	2	19906487	19816238	90249	4	19906103	19906872
PLXDC2	ATAC_chr10_19922193_19922706	11.5231	5.95974	0.999916	0.51937	0.04804	0	0.35007	0.12942	0.01871	0.453	2	19922449	19816238	106211	4	19922193	19922706
